video_id,start_frame,end_frame,center_frame,start_ms,end_ms,center_ms,duration_ms,source,left_wrist_velocity_mean,left_wrist_velocity_std,left_wrist_velocity_max,right_wrist_velocity_mean,right_wrist_velocity_std,right_wrist_velocity_max,left_elbow_velocity_mean,left_elbow_velocity_std,left_elbow_velocity_max,right_elbow_velocity_mean,right_elbow_velocity_std,right_elbow_velocity_max,left_wrist_body_relative_x_mean,left_wrist_body_relative_x_std,left_wrist_body_relative_x_change,left_wrist_body_relative_y_mean,left_wrist_body_relative_y_std,left_wrist_body_relative_y_change,left_wrist_body_relative_z_mean,left_wrist_body_relative_z_std,left_wrist_body_relative_z_change,right_wrist_body_relative_x_mean,right_wrist_body_relative_x_std,right_wrist_body_relative_x_change,right_wrist_body_relative_y_mean,right_wrist_body_relative_y_std,right_wrist_body_relative_y_change,right_wrist_body_relative_z_mean,right_wrist_body_relative_z_std,right_wrist_body_relative_z_change,left_elbow_body_relative_x_mean,left_elbow_body_relative_x_std,left_elbow_body_relative_x_change,left_elbow_body_relative_y_mean,left_elbow_body_relative_y_std,left_elbow_body_relative_y_change,left_elbow_body_relative_z_mean,left_elbow_body_relative_z_std,left_elbow_body_relative_z_change,right_elbow_body_relative_x_mean,right_elbow_body_relative_x_std,right_elbow_body_relative_x_change,right_elbow_body_relative_y_mean,right_elbow_body_relative_y_std,right_elbow_body_relative_y_change,right_elbow_body_relative_z_mean,right_elbow_body_relative_z_std,right_elbow_body_relative_z_change,left_wrist_shoulder_relative_x_mean,left_wrist_shoulder_relative_x_std,left_wrist_shoulder_relative_x_change,left_wrist_shoulder_relative_y_mean,left_wrist_shoulder_relative_y_std,left_wrist_shoulder_relative_y_change,left_wrist_shoulder_relative_z_mean,left_wrist_shoulder_relative_z_std,left_wrist_shoulder_relative_z_change,right_wrist_shoulder_relative_x_mean,right_wrist_shoulder_relative_x_std,right_wrist_shoulder_relative_x_change,right_wrist_shoulder_relative_y_mean,right_wrist_shoulder_relative_y_std,right_wrist_shoulder_relative_y_change,right_wrist_shoulder_relative_z_mean,right_wrist_shoulder_relative_z_std,right_wrist_shoulder_relative_z_change,left_shoulder_to_wrist_distance_change,left_wrist_forward_extension_change,right_shoulder_to_wrist_distance_change,right_wrist_forward_extension_change,label
v_BoxingPunchingBag_g01_c01,15,21,18,550,800,675,250,punch_window,1.9909089434512248,2.141199381256981,6.468931612656624,3.634203121467463,3.79818533427963,10.928505989660076,1.5193903886980022,1.3814580442265756,4.469167838538914,1.603639838957039,1.455332525027836,4.2494984027093965,-0.0829924728189196,0.034135013180230656,-0.09283877909183502,-0.06345434912613464,0.018960511762307335,-0.03918479382991796,-0.07140648824029736,0.1045476433952613,0.10772652924060823,-0.01930885229791914,0.022105990609638172,0.027013704180717468,-0.025818064808845558,0.0184256685378124,0.02440346777439112,0.3077517137862742,0.12989252752811528,0.0662249568849802,-0.05154169031551906,0.03142357304280353,-0.08392985165119171,-0.04748674162796567,0.02074017547261158,-0.05556492507457739,-0.1368409971972661,0.068408702326555,0.08456747420132149,0.0076492897101811,0.029191308281144576,0.04633478820323944,-0.02346071813787736,0.008506452939945851,-0.010899797081947271,0.24336150388366407,0.047326190042372034,0.020827973261475563,-0.0638099227632795,0.02540893975966212,-0.050838351249694824,0.021920957735606587,0.02021979843913992,-0.0404135286808015,0.02363610533731318,0.07277472882784046,0.04447775147855281,-0.028027823993137906,0.008199351469076323,-0.0053192973136901855,0.05183312722614832,0.01893667530783679,0.029305249452590887,0.16017840988934043,0.13416979130564646,0.05159100890159604,0.026258567700507995,-0.04447775147855281,0.0589489853884744,-0.05159100890159604,punch
v_BoxingPunchingBag_g01_c01,20,26,23,750,1000,875,250,punch_window,1.5357179299390158,0.9223398896709256,2.836759384431803,2.0140288497709355,1.8972060571350113,6.1803907312743105,0.8471137759692993,0.771592001401273,2.1174270747603963,1.1557034854793338,1.1734287138171065,3.7111517878067546,-0.12420095503330231,0.01698027951514548,-0.026961252093315125,-0.07382361590862277,0.0029899532772140035,0.00011998414993286133,-0.03829981300181577,0.058605488942386326,-0.18276617163792247,-0.0038727415459496634,0.01270507070861582,0.01470114290714264,0.0032727356467927887,0.031153492608737305,0.07503476738929754,0.35075455804222394,0.07152093246817533,-0.10217459732666606,-0.0855740202324731,0.007297948091615527,0.005053296685218811,-0.06632071946348467,0.0032676301623340716,-0.0020626485347747248,-0.11924966457965115,0.03569066955548024,-0.11649223370477556,0.025076144507953098,0.006037530211349611,-0.0035501569509506226,-0.01569443728242605,0.01114279813604459,0.031319946050643865,0.26621944889692317,0.03625592229112952,-0.020630287472158587,-0.09107596533639091,0.015820162772665552,-0.03471815586090088,0.013217662061963755,0.003401285422203809,0.009931385517120417,0.05564644826310015,0.040936449921701465,-0.1091093663126229,-0.02760413714817592,0.009608570035755595,0.00903254747390747,0.08171357427324567,0.030398049192260964,0.07262364029884344,0.1881135255098343,0.06859363114716784,-0.14777408540248863,-0.0031697079545363327,0.1091093663126229,-0.07270080612480645,0.14777408540248863,punch
v_BoxingPunchingBag_g01_c01,25,31,28,950,1200,1075,250,punch_window,3.5266529687251147,4.128993549133268,12.438986989026688,3.0554706856895653,2.648937790235908,8.713179524213864,1.6256113918789727,2.0960499159005446,6.237780579400371,1.672913184247393,1.1548959288719307,3.888640389753716,-0.09314936399459839,0.04396932171916854,0.08098204433917999,-0.06911541521549228,0.007201876253566719,0.013976864516735132,-0.21753993104877214,0.1568904354397257,-0.26047771237790585,-0.02730915801865714,0.038187174131054186,-0.06768910586833954,-0.025208288005420156,0.07190521370897839,-0.13590890914201736,0.20823970144348486,0.15247438906532837,-0.2696103733032941,-0.049699174506323676,0.03579848935159601,0.0717865377664566,-0.046964413353375055,0.01732003857844829,0.03371768444776535,-0.22809339607400553,0.07885756314774438,-0.11743242107331747,-0.01586774843079703,0.05069913544318741,-0.12394694983959198,-0.033568456768989584,0.03839813448947189,-0.09004748612642288,0.2062193466616528,0.068434066864166,-0.1207228358834981,-0.07628993902887617,0.027879951723243795,0.04296398162841797,0.022423969847815393,0.007679814336780424,0.014262408018112294,-0.07644126171778357,0.14205561805095354,-0.247200295329094,-0.032579856259482246,0.0185239803604232,-0.008775174617767334,0.06253316572734288,0.06342067353566887,-0.11548662185668951,0.05445639044046407,0.13760956681078873,-0.2607636973261832,0.10351920605851055,0.247200295329094,0.01831386634339144,0.2607636973261832,punch
v_BoxingPunchingBag_g01_c01,62,68,65,2430,2680,2555,250,punch_window,2.3470202992422546,1.837614253073593,5.963556610066799,0.7847551824974225,0.570864064927936,2.0172566018509728,1.7028041602308575,0.888263290787082,3.0410383235358784,0.5344770524027628,0.37978394320627695,1.3481478444692696,-0.12490419404847282,0.03908462064588822,-0.08435563743114471,-0.06830321890967235,0.010619367367089776,-0.00020828843116760254,0.03591614371232158,0.10336894654320167,-0.12812831671908487,0.025916725397109985,0.02327318207679405,0.0560278445482254,-0.02798095771244597,0.01486196124289061,-0.02371692657470703,0.3840269307506138,0.026251384609188046,0.03615205315873027,-0.09645328777176994,0.023424711712964664,-0.05916224420070648,-0.051494560071400255,0.017609195654009056,-0.043715089559555054,-0.035700355573291195,0.0617625489088472,0.007233935873955544,0.050726358379636495,0.01089078976050689,0.027111604809761047,-0.024442157575062375,0.015601474058405401,-0.03447207808494562,0.22856498930403693,0.03384927084053344,-0.07213991554453963,-0.08302876779011317,0.035268611153436255,-0.07248646020889282,0.02636201892580305,0.012073333061633313,-0.005879849195480347,0.06722951201455932,0.11020406993800555,-0.19926218874752508,-0.0122483457837786,0.02020795477693575,0.04904580116271973,0.06089487246104646,0.015128479094844065,-0.021373748779296875,0.27656942286661695,0.06471266515723977,0.13907484710216528,-0.015697582638994567,0.19926218874752508,0.12332805717719467,-0.13907484710216528,punch
v_BoxingPunchingBag_g01_c01,109,115,112,4310,4560,4435,250,punch_window,1.8011277659439162,1.309291201058168,3.616855457093563,1.7695358114176916,1.1595937537556265,3.8544103708744237,1.4368505392031083,1.0033551281067397,3.2770335356283904,1.0598734141497488,0.6271269102537355,2.098785471168035,-0.06660538486071996,0.029644157512104058,-0.03762440383434296,-0.07782093435525896,0.01782034111573326,-0.03435172140598297,0.09004391084558197,0.0653891006242483,-0.17083999188616872,0.002504634005682809,0.02689562330859634,0.08719693124294281,-0.00906364726168772,0.025889309529975167,0.05796791613101965,0.3246253233269921,0.0816077752819873,-0.17564057605341082,-0.07181442209652492,0.023321779136285737,-0.033046916127204895,-0.048687844404152476,0.01445017389236505,-0.022990062832832392,-0.024565446922289482,0.039911455677158335,-0.06942918570712202,0.038518543754305155,0.014893421969872716,0.05059663951396942,-0.005553989538124653,0.006352789351590459,-0.002572610974311773,0.22861591773107648,0.05385199601000437,-0.1399743934161961,-0.026591096605573388,0.02695346131986552,-0.02438601851463318,0.02183681300708229,0.017830438754690325,-0.03517511487007141,0.11980435810983184,0.045937079233580334,-0.1497784275561572,-0.03863168614251273,0.022985711346887452,0.07381278276443481,0.08213713339396884,0.023965539860932562,0.05594897270202648,0.17973044514656067,0.06539196565290517,-0.07159431278705602,-0.10700755481406994,0.1497784275561572,-0.057818916442036156,0.07159431278705602,punch
v_BoxingPunchingBag_g01_c01,114,120,117,4510,4760,4635,250,punch_window,2.86390560813784,2.0361990461339183,6.455722053026953,2.4196891951594885,0.8351303862108888,3.7006301471761516,1.6132565385164923,0.9792052377805003,3.492482015114888,1.4828368689528704,0.6901708193878646,2.6932663210212517,-0.0886628159454891,0.01647115559502177,0.021130338311195374,-0.05973971422229495,0.03598285275285855,0.08462972939014435,0.053837698285600956,0.09352635433044486,-0.11814657412469379,0.02769971319607326,0.010544119947450912,-0.0015453249216079712,-0.009906718773501291,0.025406544204211852,-0.05645795166492462,0.34250467822753955,0.068612108036738,-0.07755416072905069,-0.08500295451709203,0.01719099931148941,0.04533465206623072,-0.0381921455264092,0.02721394008325582,0.06307114660739893,-0.06484220121637915,0.04056075352596783,-0.0198375023901462,0.05617150664329529,0.007667045936895903,-0.0034510046243667603,-0.022725204271929637,0.01057018847604162,-0.024406209588050842,0.2124850177206099,0.03327769901584379,-0.06033691205084327,-0.04218011243002758,0.015964836582597435,0.010944455862045288,0.036289576973233935,0.031435366228117066,0.07416486740112305,0.11472321980233702,0.08440255424561074,-0.11382027715444559,-0.008390809808458601,0.007898251798076125,0.023366987705230713,0.08191874623298645,0.022506372569964232,-0.049667209386825506,0.2424619612949235,0.05887896879887656,-0.019045561552047813,-0.05303159021236023,0.11382027715444559,-0.03612217840972787,0.019045561552047813,punch
v_BoxingPunchingBag_g01_c01,120,126,123,4750,5000,4875,250,punch_window,4.53197420509701,3.1755140293600803,9.548964011477475,5.636324437412593,5.905575767476388,16.47397458389405,2.930856838812255,1.9493316180875229,6.3181494064894235,3.039904760223577,2.6115186598218587,7.298490142384413,-0.08323884223188675,0.033101676064201266,0.05314549803733831,-0.06807773453848705,0.034854636699622764,-0.0713985413312912,0.08093488547352272,0.2098117006557809,0.48322455398738373,0.023966574243136814,0.026863730018432425,0.03557327389717102,-0.043777776615960266,0.006418532301768731,-0.0019693821668624323,0.2696522257257519,0.189762705862697,-0.04752261005342004,-0.070509461419923,0.022614269548239797,0.0032495260238648016,-0.036662110260554735,0.019391429689847903,-0.0305346399545669,0.0318139052916584,0.14745730456321907,0.3430799040943383,0.02763125513281141,0.027400773999638663,0.011615604162216187,-0.022485958678381806,0.006898467660448888,0.015508487820625305,0.13066219935925408,0.09687637416195025,-0.15100713260471826,-0.056302811418260865,0.040492310048011584,0.059598386287689264,0.02617454954556058,0.03045553989513705,-0.06057557463645935,0.061243163687842224,0.13733682692966107,0.2874564938247204,0.006098568439483643,0.010496431733322235,0.01677560806274414,0.04637991530554637,0.007462276655479228,-0.007502943277359009,0.23449568769761495,0.1864458371539222,0.07673440873622894,0.21361607904972235,-0.2874564938247204,0.07421966944729583,-0.07673440873622894,punch
v_BoxingPunchingBag_g01_c02,76,82,79,2990,3240,3115,250,punch_window,2.616135482815307,1.0949335737002226,3.9556359782662294,2.3656861890595966,1.307614539177438,4.828305055979274,1.8282127400431076,0.632178308681298,2.716238979916502,1.850648930067379,1.2132049162964027,4.230557039400766,-0.1140287880386625,0.048177538613798025,-0.09197071194648743,-0.07142943463155205,0.012088006030303165,-0.010413974523544256,-0.209211835820627,0.10528088876883741,0.31110305676702404,-0.037124610372952054,0.04679304853163646,0.1111423671245575,-0.02166783703225001,0.047484960003029264,0.1353597640991211,0.18181433608489375,0.06412918907826222,0.08000647369772189,-0.06438174630914416,0.04305898931424377,-0.0934995710849762,-0.057189144194126136,0.017948907012386772,-0.03469076752662653,-0.1868936821286167,0.054373582059822685,0.15439133811742067,-0.009576373866626195,0.03866088707473502,0.09598556160926819,-0.031060864882809798,0.022691465001093588,0.06269118189811707,0.16733424445348127,0.03537561526273726,0.0003673965111374855,-0.08982470205851964,0.028745922298987897,-0.042456090450286865,0.012621675218854609,0.017536108139023877,-0.0026092231273650013,-0.10802252449294818,0.09230205041823633,0.2774959082016721,-0.04191562107631138,0.02436614861903315,0.045338571071624756,0.04996620757239206,0.04905497936897258,0.14042663574218744,0.06799117103219035,0.04803104435007097,0.0612751841545104,-0.14242592287525635,-0.2774959082016721,0.1002900415730266,-0.0612751841545104,punch
v_BoxingPunchingBag_g01_c02,123,129,126,4870,5120,4995,250,punch_window,2.582037394106399,1.5675719308728016,4.644659038052804,2.8004307469486385,1.6778684393301275,6.005399972329216,2.031934021772599,1.1461506128841314,3.8066640753913057,1.8859655013389034,1.355754161827405,4.16994409747833,-0.12105461529323033,0.0311467912680538,-0.05472089350223541,-0.06261344147580013,0.03815405425488501,-0.10773149132728571,-0.07596622350891784,0.07257964494109571,-0.012668557465076447,-0.03540415849004473,0.039968534318947015,0.031262680888175964,-0.02539630553552084,0.006931289541985077,-0.020174950361251776,0.27402225765399635,0.06115441938128543,-0.02060646563768387,-0.07846294556345258,0.0190802197934797,-0.04124237596988678,-0.041496111878326976,0.027658884231981016,-0.07665812969207758,-0.12723400613426095,0.05469972385133367,0.03688852488994597,0.006221068756920951,0.028272826344909033,0.01656697690486908,-0.02837952226400377,0.0067240710226779575,-0.01704981923103327,0.21916586044244468,0.03229862577411166,-0.015650533139705686,-0.0859035210950034,0.028661392831517914,-0.05142390727996826,0.018647428069795875,0.03677670840011054,-0.10450291633605951,0.02377778265093053,0.049302641064316574,-0.04904409497976301,-0.05733705418450492,0.034053223663236806,0.019418001174926758,0.05833852716854641,0.0056693523639669615,-0.01632320880889887,0.14276255826864925,0.04701198140445509,-0.035123541951179504,0.04545262389094715,0.04904409497976301,-0.042501952310510266,0.035123541951179504,punch
v_BoxingPunchingBag_g01_c02,126,132,129,4990,5240,5115,250,punch_window,3.487034256141903,1.9087572950617768,5.946304921274104,2.0047542745250193,1.021742316877766,3.904167935388028,2.5783654168460544,1.5027656337351978,5.361186793943071,1.3892594235038231,0.8442075250368445,2.8996692246982128,-0.1294294915028981,0.03525509555473957,-0.015067368745803833,-0.09604970365762712,0.019107421909523793,-0.04033806920051575,-0.1562363618120019,0.17684920620968736,-0.4771005278453231,-0.04861222207546234,0.05919547430259542,-0.08738541603088379,-0.05683787699256626,0.04386285214561036,-0.11843055486679077,0.275314348916124,0.04573737758842519,-0.12783273123204705,-0.0836104473897389,0.022153541185374964,-0.001357048749923706,-0.0657335849744933,0.01576168506848631,-0.031602948904037476,-0.17297111102379858,0.12074125919843631,-0.2837409283965826,-0.004827837858881269,0.04520413922168214,-0.08244660496711731,-0.053230250520365584,0.03459068774800725,-0.09853512048721313,0.22189584244707863,0.020021267448161687,-0.05965723656117916,-0.09744679927825928,0.03082062856937901,-0.03571349382400513,-0.012674076216561454,0.01890759505479524,-0.0369067788124085,-0.04510511484529293,0.12015149344298724,-0.35872720275074244,-0.06567321079117912,0.04426437357503674,-0.049074023962020874,0.030110959495816905,0.03944567187173852,-0.10626128315925604,0.14130300815616334,0.033096937647622025,-0.0795836076140404,0.1999190873759945,0.35872720275074244,-0.03039285778531764,0.0795836076140404,punch
